title,ingredients,ingredient
Banana-Pineapple Layer Cake with Cream Cheese Frosting,"['3 cups all purpose flour', '2 cups sugar', '1 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon ground cinnamon', '1 cup vegetable oil', '3 large eggs', '1 1/2 teaspoons vanilla extract', '2 cups chopped bananas (from about 3 bananas)', '1 cup chopped pecans', '1 8-ounce can crushed pineapple with juice', '2 8-ounce packages cream cheese, room temperature', '1 cup (2 sticks) unsalted butter, room temperature', '3 cups powdered sugar', '2 teaspoons vanilla extract', '1/2 cup chopped toasted pecans']","['all purpose flour', 'sugar', 'baking soda', 'salt', 'ground cinnamon', 'vegetable oil', 'eggs', '1/2 teaspoons vanilla extract', 'chopped bananas (from about 3 bananas)', 'chopped pecans', '8-ounce can crushed pineapple with juice', '8-ounce packages cream cheese, room temperature', '(2 sticks) unsalted butter, room temperature', 'powdered sugar', 'vanilla extract', 'chopped toasted pecans']"
Banana Split Ice Cream Cake,"['2 (9-ounce) packages chocolate wafer cookies', '1 cup virgin coconut oil, melted', '1/4 teaspoon kosher salt', '3/4 cup sugar', '4 large ripe bananas (about 1 1/2 pounds), cut into 2"" pieces', '1/4 cup heavy cream', '1/4 teaspoon kosher salt', '5 pints vanilla ice cream, softened at room temperature 10 minutes, divided', '1 3/4 cups maraschino cherries (from two 10-ounce jars), drained, patted dry, stems removed, plus more with stems for serving', '2 1/4 teaspoons powdered unflavored gelatin (from one 1/4-ounce envelope)', '1/2 cup sugar', '3 cups heavy cream', '1/3 cup salted, roasted peanuts, coarsely chopped', 'A 9"" springform pan']","['(9-ounce) packages chocolate wafer cookies', 'virgin coconut oil, melted', 'kosher salt', 'sugar', 'ripe bananas (about 1 1/2 pounds), cut into 2"" pieces', 'heavy cream', 'kosher salt', 'vanilla ice cream, softened at room temperature 10 minutes, divided', '3/4 cups maraschino cherries (from two 10-ounce jars), drained, patted dry, stems removed, plus more with stems for serving', '1/4 teaspoons powdered unflavored gelatin (from one 1/4-ounce envelope)', 'sugar', 'heavy cream', 'salted, roasted peanuts, coarsely chopped', 'A 9"" springform pan']"
BA's Best Carrot Cake,"['Nonstick vegetable oil spray', '1/2 cup golden raisins (optional)', '3 tablespoons dark rum (optional)', '1 cup chopped walnuts', '1 pound carrots, peeled, coarsely grated', '1 cup buttermilk, room temperature', '2 1/2 cups all-purpose flour', '2 teaspoons ground cinnamon', '2 teaspoons ground ginger', '1/2 teaspoon freshly grated nutmeg', '2 teaspoons baking powder', '1 1/2 teaspoons kosher salt', '3/4 teaspoon baking soda', '4 large eggs, room temperature', '1 cup granulated sugar', '3/4 cup (packed) dark brown sugar', '2 teaspoons vanilla extract', '3/4 cup vegetable oil', '12 ounces cream cheese, room temperature', '3/4 cup (1 1/2 sticks) unsalted butter, room temperature', '1 teaspoon vanilla extract', 'Generous pinch of kosher salt', '4 cups powdered sugar', 'Candied Carrot Coins']","['Nonstick vegetable oil spray', 'golden raisins (optional)', 'dark rum (optional)', 'chopped walnuts', 'carrots, peeled, coarsely grated', 'buttermilk, room temperature', '1/2 cups all-purpose flour', 'ground cinnamon', 'ground ginger', 'freshly grated nutmeg', 'baking powder', '1/2 teaspoons kosher salt', 'baking soda', 'eggs, room temperature', 'granulated sugar', '(packed) dark brown sugar', 'vanilla extract', 'vegetable oil', 'cream cheese, room temperature', '(1 1/2 sticks) unsalted butter, room temperature', 'vanilla extract', 'Generous pinch of kosher salt', 'powdered sugar', 'Candied Carrot Coins']"
Bittersweet Chocolate and Almond Cake,"['12 ounces bittersweet (not unsweetened) or semisweet chocolate, chopped', '1 cup (2 sticks) unsalted butter', '3/4 cup slivered almonds, toasted', '3 tablespoons cake flour', '1/4 teaspoon salt', '5 large eggs', '1 1/3 cups sugar', '1 teaspoon vanilla extract', '1 1/2 cups chilled whipping cream']","['bittersweet (not unsweetened) or semisweet chocolate, chopped', '(2 sticks) unsalted butter', 'slivered almonds, toasted', 'cake flour', 'salt', 'eggs', '1/3 cups sugar', 'vanilla extract', '1/2 cups chilled whipping cream']"
Bittersweet Chocolate Cake with Dried Cherries,"['7 ounces bittersweet (not unsweetened) or semisweet chocolate, chopped', '1/2 cup (1 stick) unsalted butter, diced', '1 cup dried tart cherries (about 5 ounces), coarsely chopped', '1/2 cup framboise eau-de-vie (clear raspberry brandy)*', '1 cup sugar', '1 teaspoon vanilla extract', '1/4 teaspoon salt', '4 large eggs', '2/3 cup all purpose flour', 'Powdered sugar']","['bittersweet (not unsweetened) or semisweet chocolate, chopped', '(1 stick) unsalted butter, diced', 'dried tart cherries (about 5 ounces), coarsely chopped', 'framboise eau-de-vie (clear raspberry brandy)*', 'sugar', 'vanilla extract', 'salt', 'eggs', 'all purpose flour', 'Powdered sugar']"
Bittersweet Chocolate Irish Whiskey Cake,"['1/2 cup plus 2 tablespoons Irish whiskey', '6 ounces bittersweet (70% cocoa) chocolate (such as Scharffen Berger or Lindt), chopped', '2 teaspoons instant espresso powder dissolved in 6 tablespoons hot water', '1/3 cup blanched almonds (about 2 ounces), lightly toasted', '6 tablespoons all purpose flour, divided', '3/4 cup (1 1/2 sticks) unsalted butter, room temperature, divided', '7 tablespoons vanilla sugar , divided', '3 large eggs, separated', 'Pinch of fine sea salt', '2 ounces semisweet chocolate, chopped']","['plus 2 tablespoons Irish whiskey', 'bittersweet (70% cocoa) chocolate (such as Scharffen Berger or Lindt), chopped', 'instant espresso powder dissolved in 6 tablespoons hot water', 'blanched almonds (about 2 ounces), lightly toasted', 'all purpose flour, divided', '(1 1/2 sticks) unsalted butter, room temperature, divided', 'vanilla sugar , divided', 'eggs, separated', 'Pinch of fine sea salt', 'semisweet chocolate, chopped']"
Bittersweet Chocolate Pecan Bourbon Cake,"['6 ounces fine-quality bittersweet chocolate, chopped', '2 ounces unsweetened chocolate, chopped', '1 stick (1/2 cup) unsalted butter, softened', '3/4 cup sugar', '6 large eggs, separated', '1/4 cup bourbon', '1 tablespoon all-purpose flour', '1/2 cup pecans, toasted lightly, cooled, and chopped fine', '6 ounces fine-quality bittersweet chocolate, chopped', '1/2 cup heavy cream', '4 pecan halves', 'lightly sweetened whipped cream as an accompaniment']","['fine-quality bittersweet chocolate, chopped', 'unsweetened chocolate, chopped', '(1/2 cup) unsalted butter, softened', 'sugar', 'eggs, separated', 'bourbon', 'all-purpose flour', 'pecans, toasted lightly, cooled, and chopped fine', 'fine-quality bittersweet chocolate, chopped', 'heavy cream', 'halves', 'lightly sweetened whipped cream as an accompaniment']"
Black Walnut Jiffy Cake,"['1 cup black walnuts* (about 4 ounces)', '2 sticks (1 cup) unsalted butter', '2 cups sugar', '2 cups sifted all-purpose flour (sift before measuring)', '1/4 teaspoon salt', '1 teaspoon lemon extract', '1 teaspoon vanilla', '5 large eggs', '*available by mail order from American Spoon Foods, tel. (800) 222-5886']","['black walnuts* (about 4 ounces)', '(1 cup) unsalted butter', 'sugar', 'sifted all-purpose flour (sift before measuring)', 'salt', 'lemon extract', 'vanilla', 'eggs', '*available by mail order from American Spoon Foods, tel. (800) 222-5886']"
Blackberry Brown-Sugar Cake,"['1 lb blackberries (about 3 1/2 cups)', '1/2 cup sugar', '1 teaspoon fresh lemon juice', '2/3 cup walnuts (2 oz)', '1 cup granulated sugar', '2 sticks (1 cup) unsalted butter, softened, plus additional for greasing pans', '2 cups all-purpose flour', '1 1/4 teaspoons baking soda', '3/4 teaspoon salt', '1 cup well-shaken buttermilk', '1 teaspoon finely grated fresh orange zest', '2 tablespoons fresh orange juice', '1 1/2 teaspoons vanilla', '1 cup packed light brown sugar', '2 large eggs', '3 large egg whites at room temperature', '1/4 teaspoon salt', '3/4 cup packed dark brown sugar', '1/3 cup water', '3 sticks (1 1/2 cups) unsalted butter, cut into pieces and softened', '1 1/2 teaspoons vanilla', '1 lb blackberries (about 3 1/2 cups)', 'Special equipment: a heavy-duty stand mixer with whisk and paddle attachments; 3 (8-inch) round cake pans; 3 cooling racks; a candy thermometer']","['blackberries (about 3 1/2 cups)', 'sugar', 'fresh lemon juice', 'walnuts (2 oz)', 'granulated sugar', '(1 cup) unsalted butter, softened, plus additional for greasing pans', 'all-purpose flour', '1/4 teaspoons baking soda', 'salt', 'well-shaken buttermilk', 'finely grated fresh orange zest', 'fresh orange juice', '1/2 teaspoons vanilla', 'packed light brown sugar', 'eggs', 'egg whites at room temperature', 'salt', 'packed dark brown sugar', 'water', '(1 1/2 cups) unsalted butter, cut into pieces and softened', '1/2 teaspoons vanilla', 'blackberries (about 3 1/2 cups)', 'Special equipment: a heavy-duty stand mixer with whisk and paddle attachments; 3 (8-inch) round cake pans; 3 cooling racks; a candy thermometer']"
Blackberry Jam Cake with Caramel Icing,"['2 sticks (1 cup) unsalted butter', '2 cups sugar', '5 large eggs, beaten', '3 cups plus 1 tablespoon sifted all-purpose flour', '1 1/2 teaspoons allspice', '1 1/2 teaspoons ground cloves', '1/2 teaspoon cinnamon', '1/4 teaspoon salt', '1 cup buttermilk', '1 teaspoon baking soda', '1 cup chopped raisins or dates', '1 cup chopped pecans', '1 cup seedless blackberry jam', '3 cups light brown sugar', '1 cup evaporated milk', '1 stick (1/2 cup) unsalted butter']","['(1 cup) unsalted butter', 'sugar', 'eggs, beaten', 'plus 1 tablespoon sifted all-purpose flour', '1/2 teaspoons allspice', '1/2 teaspoons ground cloves', 'cinnamon', 'salt', 'buttermilk', 'baking soda', 'chopped raisins or dates', 'chopped pecans', 'seedless blackberry jam', 'light brown sugar', 'evaporated milk', '(1/2 cup) unsalted butter']"
Blueberry and Orange Layer Cake with Cream Cheese Frosting,"['2 1/2 cups cake flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/2 cup plus 2 tablespoons (1 1/4 sticks) unsalted butter, room temperature', '1 1/2 cups sugar', '3 tablespoons frozen orange juice concentrate, thawed', '1 1/2 teaspoons grated orange peel', '1 teaspoon vanilla extract', '4 large eggs', '1 cup whole milk', '2 1/2-pint baskets blueberries', '2 tablespoons sugar', '1 teaspoon fresh lemon juice', '1 8-ounce package cream cheese, room temperature', '1/2 cup (1 stick) unsalted butter, room temperature', '3 1/4 cups powdered sugar', '2 tablespoons frozen orange juice concentrate, thawed', '1 teaspoon grated orange peel', '1/2 teaspoon vanilla extract', '2 1/2-pint baskets blueberries']","['1/2 cups cake flour', 'baking powder', 'salt', 'plus 2 tablespoons (1 1/4 sticks) unsalted butter, room temperature', '1/2 cups sugar', 'frozen orange juice concentrate, thawed', '1/2 teaspoons grated orange peel', 'vanilla extract', 'eggs', 'whole milk', '1/2-pint baskets blueberries', 'sugar', 'fresh lemon juice', '8-ounce package cream cheese, room temperature', '(1 stick) unsalted butter, room temperature', '1/4 cups powdered sugar', 'frozen orange juice concentrate, thawed', 'grated orange peel', 'vanilla extract', '1/2-pint baskets blueberries']"
Blueberry-Buttermilk Bundt Cake,"['3 cups all purpose flour', '1 tablespoon baking powder', '1 teaspoon salt', '1 2/3 cups sugar', '3/4 cup (1 1/2 sticks) unsalted butter, room temperature', '3 large eggs', '1 tablespoon grated orange peel', '2 teaspoons vanilla extract', '3/4 cup buttermilk', '2 cups frozen blueberries', 'Powdered sugar']","['all purpose flour', 'baking powder', 'salt', '2/3 cups sugar', '(1 1/2 sticks) unsalted butter, room temperature', 'eggs', 'grated orange peel', 'vanilla extract', 'buttermilk', 'frozen blueberries', 'Powdered sugar']"
Blueberry-Lemon Cake with Lemon Cream Cheese Frosting,"['2 cups plus 6 tablespoons cake flour', '2 teaspoons baking powder', '1 teaspoon salt', '3 cups fresh blueberries (about three 4.4-ounce packages)', '1 cup whole milk', '2 teaspoons vanilla extract', '1 teaspoon grated lemon peel', '1 cup (2 sticks) unsalted butter, room temperature', '1 1/2 cups sugar', '4 large eggs', 'Lemon Cream Cheese Frosting', 'Lemon peel strips (optional)']","['plus 6 tablespoons cake flour', 'baking powder', 'salt', 'fresh blueberries (about three 4.4-ounce packages)', 'whole milk', 'vanilla extract', 'grated lemon peel', '(2 sticks) unsalted butter, room temperature', '1/2 cups sugar', 'eggs', 'Lemon Cream Cheese Frosting', 'Lemon peel strips (optional)']"
Blueberry-Lemon Icebox Cake,"['8 ounces mascarpone or plain whole-milk Greek yogurt, room temperature', '3/4 cup powdered sugar', '2 tablespoons finely grated lemon zest', '2 1/2 cups chilled heavy cream', '1 cup homemade or store-bought lemon curd, divided', '16 graham crackers, divided', '1 1/2 cups Blueberryâ€“Chia Seed Jam, divided', '1/3 cup fresh blueberries']","['mascarpone or plain whole-milk Greek yogurt, room temperature', 'powdered sugar', 'finely grated lemon zest', '1/2 cups chilled heavy cream', 'homemade or store-bought lemon curd, divided', 'crackers, divided', '1/2 cups Blueberryâ€“Chia Seed Jam, divided', 'fresh blueberries']"
Blueberry Lemon Pound Cake,"['1/3 cup milk', '6 large eggs', '1 1/2 tablespoons vanilla extract', '2 2/3 cups all-purpose flour', '1 teaspoon double-acting baking powder', '1 1/4 teaspoons salt', '3 sticks (1 1/2 cups) unsalted butter, softened', '1/2 cup granulated sugar', '3/4 cup firmly packed light brown sugar', '1/4 cup freshly grated lemon zest', '3 cups picked over blueberries, tossed with 1 1/2 tablespoons flour', '1/3 cup fresh lemon juice', '1/2 cup granulated sugar']","['milk', 'eggs', '1/2 tablespoons vanilla extract', '2/3 cups all-purpose flour', 'double-acting baking powder', '1/4 teaspoons salt', '(1 1/2 cups) unsalted butter, softened', 'granulated sugar', 'firmly packed light brown sugar', 'freshly grated lemon zest', 'picked over blueberries, tossed with 1 1/2 tablespoons flour', 'fresh lemon juice', 'granulated sugar']"
Blueberry-Raspberry Cake,"['1 cup sugar', '2/3 cup all purpose flour', '1 teaspoon cinnamon', '1/4 teaspoon salt', '1/2 cup (1 stick) butter', '3 cups all purpose flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/2 cup ( 1 stick) unsalted butter, room temperature', '1 1/2 cups sugar', '2 eggs', '1 cup sour cream', '1 cup fresh blueberries or frozen, thawed', '1 cup fresh raspberries or frozen, unsweetened, thawed']","['sugar', 'all purpose flour', 'cinnamon', 'salt', '(1 stick) butter', 'all purpose flour', 'baking powder', 'salt', '( 1 stick) unsalted butter, room temperature', '1/2 cups sugar', '', 'sour cream', 'fresh blueberries or frozen, thawed', 'fresh raspberries or frozen, unsweetened, thawed']"
Blueberry Streusel Cake,"['1 cup all-purpose flour', '1 tablespoon plus 1 teaspoon packed dark brown sugar', '1 tablespoon plus 1 teaspoon granulated sugar', '3/4 teaspoon cinnamon', '1/2 stick cold unsalted butter, cut into 1/2-inch pieces', '1 cup all-purpose flour', '1 teaspoon baking powder', '1/4 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup sour cream', '3/4 teaspoon pure vanilla extract', '1/2 stick unsalted butter, softened', '3/4 cup granulated sugar', '1 large egg', '1/2 pound blueberries (3 1/4 cups)', 'Accompaniment: sweetened whipped cream']","['all-purpose flour', 'plus 1 teaspoon packed dark brown sugar', 'plus 1 teaspoon granulated sugar', 'cinnamon', 'cold unsalted butter, cut into 1/2-inch pieces', 'all-purpose flour', 'baking powder', 'baking soda', 'salt', 'sour cream', 'pure vanilla extract', 'unsalted butter, softened', 'granulated sugar', 'egg', 'blueberries (3 1/4 cups)', 'Accompaniment: sweetened whipped cream']"
Boiled Raisin Cake,"['2 cups brewed coffee (not espresso)', '2 1/2 cups jumbo raisins (15 ounces)', '2 cups dried currants (10 ounces)', '2/3 cup chopped candied orange peel* (4 ounces)', '3/4 cup packed dark brown sugar', '3/4 cup granulated sugar', '1 teaspoon freshly grated nutmeg', '1/2 stick (1/4 cup) unsalted butter plus additional for greasing', '3 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/8 teaspoon salt', 'Special equipment: a 10-inch tube pan (4 1/2 inches high; without a removable bottom)']","['brewed coffee (not espresso)', '1/2 cups jumbo raisins (15 ounces)', 'dried currants (10 ounces)', 'chopped candied orange peel* (4 ounces)', 'packed dark brown sugar', 'granulated sugar', 'freshly grated nutmeg', '(1/4 cup) unsalted butter plus additional for greasing', 'all-purpose flour', 'baking powder', 'baking soda', 'salt', 'Special equipment: a 10-inch tube pan (4 1/2 inches high; without a removable bottom)']"
Brandied Peach Compote Cake,"['1 2/3 cups sugar', '1 vanilla bean, chopped', '1 1/2 cups water', '1/4 cup brandy (kosher for Passover)', '1 tablespoon peach or apricot preserves', '6 fresh or frozen unsweetened raspberries (optional)', '1 1/4 pounds frozen unsweetened sliced peaches (about 5 cups), thawed', '1/2 cup matzo cake meal', '1/2 cup potato starch', '5 large eggs, separated', '1/4 cup (1/2 stick) unsalted pareve margarine, melted', '1/3 cup liquid nondairy creamer', '1 tablespoon brandy (kosher for Passover)', '1/2 teaspoon coarse salt', 'Fresh raspberries (optional)']","['2/3 cups sugar', 'bean, chopped', '1/2 cups water', 'brandy (kosher for Passover)', 'peach or apricot preserves', 'or frozen unsweetened raspberries (optional)', '1/4 pounds frozen unsweetened sliced peaches (about 5 cups), thawed', 'matzo cake meal', 'potato starch', 'eggs, separated', '(1/2 stick) unsalted pareve margarine, melted', 'liquid nondairy creamer', 'brandy (kosher for Passover)', 'coarse salt', 'Fresh raspberries (optional)']"
"Brown Butter, Ginger, and Sour Cream Coffee Cake","['2 cups plus 2 tablespoons (4 1/4 sticks; or more) unsalted butter', '1 1/4 cups all-purpose flour', '1 cup (packed) dark brown sugar', '1/4 teaspoon kosher salt', '1/2 cup chopped crystallized ginger', 'Unsalted butter (for pan)', '2 cups all-purpose flour', '3/4 cup whole wheat flour', '1 tablespoon baking powder', '1 teaspoon kosher salt', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '3/4 teaspoon baking soda', '1/2 teaspoon ground allspice', '1 3/4 cups sugar', '4 large eggs', '1 1/2 cups sour cream', '1/2 cup whole milk', '1 tablespoon vanilla extract', '3/4 cup almonds with skins, coarsely chopped', 'Special equipment: A nonstick 10"" tube pan with removable bottom']","['plus 2 tablespoons (4 1/4 sticks; or more) unsalted butter', '1/4 cups all-purpose flour', '(packed) dark brown sugar', 'kosher salt', 'chopped crystallized ginger', 'Unsalted butter (for pan)', 'all-purpose flour', 'whole wheat flour', 'baking powder', 'kosher salt', 'ground cinnamon', 'ground ginger', 'baking soda', 'ground allspice', '3/4 cups sugar', 'eggs', '1/2 cups sour cream', 'whole milk', 'vanilla extract', 'almonds with skins, coarsely chopped', 'Special equipment: A nonstick 10"" tube pan with removable bottom']"
Brown Butter-Polenta Cake with Maple Caramel,"['3/4 cup (1 1/2 sticks) unsalted butter, plus more for pan', '3/4 cup pure maple syrup', '2 cups almond flour or meal', '1 cup quick-cooking polenta', '1 1/2 teaspoon baking powder', '1 teaspoon kosher salt', '3/4 cup plus 1 tablespoon sugar', '3 large eggs', '1/2 cup heavy cream', '1/2 cup sour cream', 'Special equipment: A candy thermometer']","['(1 1/2 sticks) unsalted butter, plus more for pan', 'pure maple syrup', 'almond flour or meal', 'quick-cooking polenta', '1/2 teaspoon baking powder', 'kosher salt', 'plus 1 tablespoon sugar', 'eggs', 'heavy cream', 'sour cream', 'Special equipment: A candy thermometer']"
Brown Butter Pound Cake,"['2 1/4 sticks unsalted butter', '2 cups sifted cake flour (not self-rising; sift before measuring)', '1 teaspoon baking powder', '1/2 teaspoon salt', '1/2 cup packed light brown sugar', '1/2 cup granulated sugar', '4 large eggs', '1/2 teaspoon pure vanilla extract']","['1/4 sticks unsalted butter', 'sifted cake flour (not self-rising; sift before measuring)', 'baking powder', 'salt', 'packed light brown sugar', 'granulated sugar', 'eggs', 'pure vanilla extract']"
Brown-Sugar Spice Cake with Cream and Caramelized Apples,"['8 Gala apples (3 1/2 pounds)', '3/4 stick (6 tablespoons) unsalted butter, softened', '3/4 cup packed light brown sugar', '1 1/2 cups all-purpose flour', '1 1/2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1/2 teaspoon ground allspice', '1/2 teaspoon freshly grated nutmeg', '1/8 teaspoon ground cloves', '1 stick (1/2 cup) unsalted butter, softened', '1/3 cup packed light brown sugar', '1 large egg', '1/2 cup dark amber or Grade B maple syrup', '1/2 cup sour cream', '1 teaspoon vanilla', '1 1/4 cups chilled heavy cream', '1/2 cup sour cream', '2 tablespoons sugar', 'Special equipment: an 8-inch square nonstick cake pan (2 inches deep)']","['apples (3 1/2 pounds)', '(6 tablespoons) unsalted butter, softened', 'packed light brown sugar', '1/2 cups all-purpose flour', '1/2 teaspoons baking powder', 'baking soda', 'salt', 'ground allspice', 'freshly grated nutmeg', 'ground cloves', '(1/2 cup) unsalted butter, softened', 'packed light brown sugar', 'egg', 'dark amber or Grade B maple syrup', 'sour cream', 'vanilla', '1/4 cups chilled heavy cream', 'sour cream', 'sugar', 'Special equipment: an 8-inch square nonstick cake pan (2 inches deep)']"
Buckwheat Banana Cake With Yogurt-Espresso Frosting,"['Nonstick vegetable oil spray', '1 cup whole wheat flour', '1/2 cup buckwheat flour or whole wheat flour', '2 teaspoons ground cinnamon', '1 teaspoon kosher salt', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '4 very ripe bananas', '2/3 cup (packed) dark brown sugar', '2 large eggs, beaten to blend', '1/2 cup olive oil', '1/2 cup sour cream', '4 ounces cream cheese, room temperature', '1/2 cup plain Greek yogurt', 'Pinch of kosher salt', '1/3 cup powdered sugar', '1/2 teaspoon espresso powder']","['Nonstick vegetable oil spray', 'whole wheat flour', 'buckwheat flour or whole wheat flour', 'ground cinnamon', 'kosher salt', 'baking soda', 'baking powder', 'ripe bananas', '(packed) dark brown sugar', 'eggs, beaten to blend', 'olive oil', 'sour cream', 'cream cheese, room temperature', 'plain Greek yogurt', 'Pinch of kosher salt', 'powdered sugar', 'espresso powder']"
Butter Cake,"['1 3/4 cups all-purpose flour', '1 1/2 teaspoons baking powder', 'Scant 1/2 teaspoon salt', '1 1/2 sticks unsalted butter, softened', '1 cup sugar', '1 whole large egg plus 1 large egg yolk', '1 1/2 teaspoons grated orange zest', '1 1/2 teaspoons pure vanilla extract', '3/4 cup whole milk', 'Garnish: Confectioners sugar']","['3/4 cups all-purpose flour', '1/2 teaspoons baking powder', 'Scant 1/2 teaspoon salt', '1/2 sticks unsalted butter, softened', 'sugar', 'large egg plus 1 large egg yolk', '1/2 teaspoons grated orange zest', '1/2 teaspoons pure vanilla extract', 'whole milk', 'Garnish: Confectioners sugar']"
Buttermilk Cake with Lemon-and Thyme-Glazed Pear Compote and Greek Yogurt Ice Cream,"['3/4 cup sugar', '1/2 cup water', '2 1/2 tablespoons fresh lemon juice', '1 1/2 teaspoons finely grated lemon peel, divided', '1 1/2 teaspoons fresh thyme leaves, divided', '1 pound firm but ripe Bosc pears, peeled, halved, cored, cut into 1/2-inch cubes (about 2 1/2 cups)', '1 cup plus 2 tablespoons all purpose flour', '1 1/2 teaspoons baking powder', '1/2 teaspoon salt', '3/4 cup sugar', '1/4 cup (1/2 stick) unsalted butter, room temperature', '1 large egg', '1 large egg yolk', '1/4 cup buttermilk', '1/2 teaspoon vanilla extract', '2 tablespoons crÃ¨me fraÃ®che or sour cream', 'Greek Yogurt Ice Cream', 'Special equipment: 8-inch-diameter cake pan with 2-inch-high sides']","['sugar', 'water', '1/2 tablespoons fresh lemon juice', '1/2 teaspoons finely grated lemon peel, divided', '1/2 teaspoons fresh thyme leaves, divided', 'firm but ripe Bosc pears, peeled, halved, cored, cut into 1/2-inch cubes (about 2 1/2 cups)', 'plus 2 tablespoons all purpose flour', '1/2 teaspoons baking powder', 'salt', 'sugar', '(1/2 stick) unsalted butter, room temperature', 'egg', 'egg yolk', 'buttermilk', 'vanilla extract', 'crÃ¨me fraÃ®che or sour cream', 'Greek Yogurt Ice Cream', 'Special equipment: 8-inch-diameter cake pan with 2-inch-high sides']"
Buttermilk Cake with Sour Milk Jam and Gin-Poached cherries,"['1 1/4 cups (2 1/2 sticks) unsalted butter, room temperature, plus more', '2 cups all-purpose flour plus more', '1 teaspoon baking soda', '1 teaspoon kosher salt', '1 cup sugar', '2 large eggs', '1 cup buttermilk', '1 cup whole milk', '1/2 cup sugar', '1 cup crÃ¨me fraÃ®che', '1 cup dried tart cherries', '1 cup gin', '1/2 cup sugar', '2 teaspoons juniper berries', 'Fennel fronds (for serving)', 'Special equipment: A 9""-diameter cake pan']","['1/4 cups (2 1/2 sticks) unsalted butter, room temperature, plus more', 'all-purpose flour plus more', 'baking soda', 'kosher salt', 'sugar', 'eggs', 'buttermilk', 'whole milk', 'sugar', 'crÃ¨me fraÃ®che', 'dried tart cherries', 'gin', 'sugar', 'juniper berries', 'Fennel fronds (for serving)', 'Special equipment: A 9""-diameter cake pan']"
Buttermilk Spice Cake with Pear Compote and CrÃ¨me FraÃ®che,"['2 tablespoons sugar', '1 tablespoon fresh lime juice', 'Large pinch of salt', '3 Bosc pears (about 1 1/2 pounds total), peeled, quartered, cored, cut into 1/2-inch cubes', '1 cup plus 1 tablespoon all purpose flour', '1/4 cup cornstarch', '1/2 teaspoon salt', '1/2 teaspoon (scant) baking powder', '1/4 teaspoon baking soda', '1/8 teaspoon ground allspice', '1/8 teaspoon ground ginger', '1/8 teaspoon ground black pepper', '1/8 teaspoon ground whole star anise*', '1/2 cup (1 stick) unsalted butter, room temperature', '3/4 cup sugar', '2 large eggs', '1 3-inch piece vanilla bean, split lengthwise', '1/4 teaspoon finely grated lime peel', '3/4 cup buttermilk', 'Powdered sugar', '1 1/2 cups crÃ¨me fraÃ®che**']","['sugar', 'fresh lime juice', 'Large pinch of salt', 'pears (about 1 1/2 pounds total), peeled, quartered, cored, cut into 1/2-inch cubes', 'plus 1 tablespoon all purpose flour', 'cornstarch', 'salt', '(scant) baking powder', 'baking soda', 'ground allspice', 'ground ginger', 'ground black pepper', 'ground whole star anise*', '(1 stick) unsalted butter, room temperature', 'sugar', 'eggs', '3-inch piece vanilla bean, split lengthwise', 'finely grated lime peel', 'buttermilk', 'Powdered sugar', '1/2 cups crÃ¨me fraÃ®che**']"
Caramel-Glazed Walnut Cake,"['8 1-inch-thick slices French bread, crust trimmed, bread cut into cubes', '1 1/2 cups walnuts, lightly toasted', '1 cup sugar', '4 large egg yolks', '2 tablespoons dark rum', '4 teaspoons instant espresso coffee powder dissolved in 1 teaspoon\xa0water', '1 teaspoon grated lemon peel', '6 large egg whites', 'Pinch of salt', '1/2 cup sugar', '2 tablespoons water', '8 walnut halves']","['1-inch-thick slices French bread, crust trimmed, bread cut into cubes', '1/2 cups walnuts, lightly toasted', 'sugar', 'egg yolks', 'dark rum', 'instant espresso coffee powder dissolved in 1 teaspoon\xa0water', 'grated lemon peel', 'egg whites', 'Pinch of salt', 'sugar', 'water', 'halves']"
Cardamom Apple Almond Cake,"['Vegetable oil for greasing pan', '1/2 cup matzo meal (not cake meal), plus additional for dusting', '1 cup slivered almonds (4 1/2 oz), toasted and cooled', '1/2 teaspoon salt', 'Scant 1/2 teaspoon ground cardamom', '5 large eggs, separated, at room temperature for 30 minutes', '1 cup granulated sugar', '2 Granny Smith apples, peeled and coarsely grated', '1/3 cup granulated sugar', '1/2 teaspoon potato starch', 'Special equipment: a 9- to 9 1/2-inch (24-cm) springform pan; an electric coffee/spice grinder']","['Vegetable oil for greasing pan', 'matzo meal (not cake meal), plus additional for dusting', 'slivered almonds (4 1/2 oz), toasted and cooled', 'salt', 'Scant 1/2 teaspoon ground cardamom', 'eggs, separated, at room temperature for 30 minutes', 'granulated sugar', 'Smith apples, peeled and coarsely grated', 'granulated sugar', 'potato starch', 'Special equipment: a 9- to 9 1/2-inch (24-cm) springform pan; an electric coffee/spice grinder']"
